video_id,title,description,channel,query_used,label,text_combined
0lxVARPRTa8,Erupting Apple Science Experiment | Science Experiments for Kids | Twinkl USA,Engage special education and early childhood students in science experiments and build their language and reasoning skills with ...,Twinkl Teaching Resources - United States,kids science experiments,Educational,erupting apple science experiment science experiments for kids twinkl usa engage special education and early childhood students in science experiments and build their language and reasoning skills with
xVflYzUjbXc,Easy Science Experiment for Kids and Toddlers | Simple Science Experiments for Kids at Home,"In this easy science experiments for kids and toddlers video, Speedie DiDi shows kids how to do simple science experiments at ...",Speedie DiDi - Educational Videos for Toddlers,kids science experiments,Educational,easy science experiment for kids and toddlers simple science experiments for kids at home in this easy science experiments for kids and toddlers video speedie didi shows kids how to do simple science experiments at
e_04ZrNroTo,Wheels on the Bus | @CoComelon Nursery Rhymes &amp; Kids Songs,Bounce along in the bus all over town with this favorite nursery rhyme!,Cocomelon - Nursery Rhymes,children's music videos,Neutral,wheels on the bus cocomelon nursery rhymes amp kids songs bounce along in the bus all over town with this favorite nursery rhyme
XqZsoesa55w,Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,Subscribe and watch new videos uploaded every week   ...,Baby Shark - Pinkfong Kids’ Songs & Stories,children's music videos,Neutral,baby shark dance babyshark most viewed video animal songs pinkfong songs for children subscribe and watch new videos uploaded every week
5gZOYKHXwyQ,Nursery Rhymes for Kids | Songs Compilation - Itsy Bitsy Spider + More Children Songs,"Itsy Bitsy Spider and many more children songs! Enjoy this compilation of fun kids' songs and nursery rhymes for children, brought ...",Twinkle Little Songs - Nursery Rhymes,children's music videos,Neutral,nursery rhymes for kids songs compilation itsy bitsy spider more children songs itsy bitsy spider and many more children songs enjoy this compilation of fun kids songs and nursery rhymes for children brought
020g-0hhCAU,Baby Shark | @CoComelon Nursery Rhymes &amp; Kids Songs,"Subscribe for new videos every week: https://www.youtube.com/c/Cocomelon?sub_confirmation=1 Lyrics: Baby Shark, do do do ...",Cocomelon - Nursery Rhymes,children's music videos,Neutral,baby shark cocomelon nursery rhymes amp kids songs subscribe for new videos every week lyrics baby shark do do do
hxOApe1P9dM,Humpty Dumpty Grocery Store | CoComelon Nursery Rhymes &amp; Kids Songs,Look at Humpty Dumpty bounce and roll! Nina goes on an epic chase after losing her plastic toy egg from the vending machine in ...,Cocomelon - Nursery Rhymes,children's music videos,Neutral,humpty dumpty grocery store cocomelon nursery rhymes amp kids songs look at humpty dumpty bounce and roll nina goes on an epic chase after losing her plastic toy egg from the vending machine in
UiFjZcOrMO0,Kaboochi | Dance Song For Kids | Baby Songs For Children | Dance Challenge | kids tv,"Welcome to Kids TV, where the warmth of childhood meets the joy of learning through fun nursery rhymes and toddler songs!",Kids TV - Nursery Rhymes And Baby Songs,children's music videos,Neutral,kaboochi dance song for kids baby songs for children dance challenge kids tv welcome to kids tv where the warmth of childhood meets the joy of learning through fun nursery rhymes and toddler songs
MU5nBCF5c94,A Ram Sam Sam Song ♫ Dance Songs for Children ♫ Kids Songs ♫ The Learning Station,"A Ram Sam Sam (A Ram Sam Sam Original) is a popular kid's nursery rhyme, dance and action song. #1 Best kids songs for ...",TheLearningStation - Kids Songs and Nursery Rhymes,children's music videos,Neutral,a ram sam sam song dance songs for children kids songs the learning station a ram sam sam a ram sam sam original is a popular kid s nursery rhyme dance and action song 1 best kids songs for
GzU9xWnZ7hg,Wheels on the Car Broke Down! Nursery Rhymes Children Songs Koka TV #childrensongs #toddlersongs,https://www.youtube.com/channel/UCOQkBQnCF49tFvBuiBDOaiA?sub_confirmation=1 #nurseryrhymes #kidssongs #babysongs ...,Koka TV Nursery Rhymes,children's music videos,Neutral,wheels on the car broke down nursery rhymes children songs koka tv childrensongs toddlersongs nurseryrhymes kidssongs babysongs
wV3N-wCRL2k,Wheels on the Bus + More Nursery Rhymes &amp; Kids Songs - CoComelon,"A new compilation video, including one of our most recent songs, ""Wheels on the Bus""!",Cocomelon - Nursery Rhymes,children's music videos,Neutral,wheels on the bus more nursery rhymes amp kids songs cocomelon a new compilation video including one of our most recent songs wheels on the bus
LrAtBtQnvCE,Five Little Ducks + More | Kids Songs and Nursery Rhymes | Super Simple Songs,"Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Five little ducks went out one day, and you'll never guess what ...",Super Simple Songs - Kids Songs,children's music videos,Neutral,five little ducks more kids songs and nursery rhymes super simple songs get the super simple app five little ducks went out one day and you ll never guess what
eclBbnyOsYA,Learn Letters! - ABC Undersea Song! +More Nursery Rhymes and Kids Songs | Little Baby Bum,Learn how to use your ABC's with all the friendly seahorses and fish in this special set under the sea! SUBSCRIBE for new Little ...,Little Baby Bum - Nursery Rhymes & Kids Songs,children's music videos,Neutral,learn letters abc undersea song more nursery rhymes and kids songs little baby bum learn how to use your abc s with all the friendly seahorses and fish in this special set under the sea subscribe for new little
QA48wTGbU7A,Head Shoulders Knees &amp; Toes | @CoComelon Nursery Rhymes &amp; Kids Songs,"Dance along with this classic nursery rhyme, and have fun learning about all the different body parts! Subscribe for new videos ...",Cocomelon - Nursery Rhymes,children's music videos,Neutral,head shoulders knees amp toes cocomelon nursery rhymes amp kids songs dance along with this classic nursery rhyme and have fun learning about all the different body parts subscribe for new videos
vkRDOcma9Qk,"ABCs, Colors, 123s, Growing-up + More | Nursery Rhymes for Babies by LittleBabyBum",Subscribe now and never miss a video from Little Baby Bum ▻https://www.youtube.com/user/LittleBabyBum?sub_confirmation=1 ...,Little Baby Bum - Nursery Rhymes & Kids Songs,children's music videos,Neutral,abcs colors 123s growing up more nursery rhymes for babies by littlebabybum subscribe now and never miss a video from little baby bum
GPn5Nl61PC8,Fruits Song | Learn Fruits for Kids | Nursery Rhymes &amp; Songs for Babies,"Welcome to Kids TV, where the warmth of childhood meets the joy of learning through fun nursery rhymes and toddler songs!",Kids TV - Nursery Rhymes And Baby Songs,children's music videos,Neutral,fruits song learn fruits for kids nursery rhymes amp songs for babies welcome to kids tv where the warmth of childhood meets the joy of learning through fun nursery rhymes and toddler songs
viuTY6UeCp0,55 Min of Christian Kids Music | Worship Songs for Children | Lighthouse Kids Family,Welcome to our special 55-minute collection of Christian Kids Music! These Uplifting Worship Songs are perfectly designed for ...,Kids for Jesus - Faith and Fun for Families,children's music videos,Neutral,55 min of christian kids music worship songs for children lighthouse kids family welcome to our special 55 minute collection of christian kids music these uplifting worship songs are perfectly designed for
1n9Hdk-UvRM,Kids&#39; Song Collection #1 | Sing Along With Tobee | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Here's a collection of children's songs and nursery rhymes from ...,Super Simple Songs - Kids Songs,children's music videos,Neutral,kids 39 song collection 1 sing along with tobee super simple songs get the super simple app here s a collection of children s songs and nursery rhymes from
aY_JqmBlsCE,Musical Instruments Song | CoComelon Nursery Rhymes &amp; Kids Songs,Come join the animal band and learn all about different types of musical instruments and the sounds that they make! March along ...,Cocomelon - Nursery Rhymes,children's music videos,Neutral,musical instruments song cocomelon nursery rhymes amp kids songs come join the animal band and learn all about different types of musical instruments and the sounds that they make march along
gngPQ771Ahk,Hop Little Bunnies Hop Hop Hop + More Ms Rachel Nursery Rhymes &amp; Kids Songs,"Join Ms Rachel and friends for kids songs & nursery rhymes that encourage movement, gestures, language development and fun!",Ms Rachel - Toddler Learning Videos,children's music videos,Neutral,hop little bunnies hop hop hop more ms rachel nursery rhymes amp kids songs join ms rachel and friends for kids songs nursery rhymes that encourage movement gestures language development and fun
0n_J2z-ILXo,Humpty Dumpty | + More Kids Songs | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Invite your friends and enjoy this collection of modern kids songs ...,Super Simple Songs - Kids Songs,children's music videos,Neutral,humpty dumpty more kids songs super simple songs get the super simple app invite your friends and enjoy this collection of modern kids songs
y8kneKeNyCI,Belly Button Song Dance! Learn about the Body! CoComelon #Shorts,"On my belly, on my belly there's a belly button! Let's sing and dance with JJ, Cody and Nina as we learn about the body!",Cocomelon - Nursery Rhymes,children's music videos,Neutral,belly button song dance learn about the body cocomelon shorts on my belly on my belly there s a belly button let s sing and dance with jj cody and nina as we learn about the body
